ID,Name,Key,EditType,EditTypeEX,IsTemplate,DropType,TriggerType,Model,Texture,TextureID,Quality,Chip,ShowType,ShowId,QualityLevel,ShowQuality,InvolvedID,UnlockType,UnlockFlag,ReplaceID,ChipPrice,ChipNum,CondUnlcokType,FilterType,Type,CreateType,ClassificationType,SortId,EXSortId,TypeDesc,Version,UnlockWay,TypeDesc,Desc,GetWay,Icon,IsMeshModel,IconEffect,WieldSound,WieldImage,WieldScale,ThirdPersonScale,DropScale,WieldPeriod,StackMax,Usable,Range,ItemGroup,UseTarget,UseScript,UseScript2,EmitScript,EnchantTag,StuffType,EnchantAfterID,,CanExtract,Score,Cooldown,Skills,CostFoodLevel,HandEffect,HandEffect,Scale,ScriptMasking
1962,上色水泥块,BluePurpleCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1963,上色水泥块,YellowGreenCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1964,上色水泥块,LightYellowCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1965,上色水泥块,LightOrangeCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1966,上色水泥块,LightPurpleCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1967,上色水泥块,DeepYellowCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1968,上色水泥块,DeepBlueCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1969,上色水泥块,DeepOrangeCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1970,上色水泥块,DeepPurpleCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1971,上色水泥块,DeepGreenCement,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,,100018,广泛应用于土木建筑、水利等工程#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他水泥块染色获得,,2,,,,,,,200,64,0,5,666,,,,,,,,,,,,,,,,,
1972,旧秘银块,RedOrangeOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1973,旧秘银块,YellowOrangeOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1974,旧秘银块,BluePurpleOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1975,旧秘银块,YellowGreenOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1976,旧秘银块,LightYellowOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1977,旧秘银块,LightOrangeOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1978,旧秘银块,LightPurpleOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1979,旧秘银块,DeepYellowOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1980,旧秘银块,DeepBlueOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1981,旧秘银块,DeepOrangeOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1982,旧秘银块,DeepPurpleOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1983,旧秘银块,DeepGreenOldMithsilver,,,,4,4,,,,,,,,,-1,,,,,,,,3,1,,,,,测试,,100101,100011,秘银制成的坚固建筑材料#r手持颜料瓶、彩弹枪、彩蛋可对其染色,对其他旧秘银块染色获得,,2,,,,,,,200,64,0,5,,,,,,,,,,1,,,,,,,,
1999,自定义模型（方块）,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100015,自定义模型（方块）,,fullycustomblock,6,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
2000,微缩模型,MiniatureBlock,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100015,微缩的模型，里面藏着一个小小世界,在模型工作台中用一袋砂土制作,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
4095,游戏版本过低,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,,快去下载最新的游戏版本吧！,,,2,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
9995,微缩组合,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,100015,微缩组合,,,2,,,,,,,200,64,0,5,,11,,,,,,,,,,,,,,,,
9996,微缩弓,,,,,,,,,,,,,,,-1,,,,,,,,,7,,,,,测试,,,100002,在道具模型工作台制作的微缩弓,,,2,,,,,,0.5,200,1,0,5,,4,,,,,,,,,,,,,,,,
9997,微缩投掷,MiniatureProjectiles,,,,,,,,,,,,,,-1,,,,,,,,,8,,,,,测试,,,100003,在道具模型工作台制作的微缩投掷物,,,2,,,,,,0.5,200,64,0,5,,9,,,ShootProjectile_Auto,,,,,,,,,,,,,
9998,微缩枪械,MiniatureFirearms,,,,,,,,,,,,,,-1,,,,,,,,,10,,,,,测试,,,100004,在道具模型工作台制作的微缩枪械,,,2,,,,,,0.5,200,1,0,5,,8,,,,,,,,,,,,,,,,
9999,微缩武器,MiniatureWeapons,,,,,,,,,,,,,,-1,,,,,,,,,3,,,,,测试,,,100005,在道具模型工作台制作的微缩武器,,,2,,,,,,0.5,200,1,0,5,,6,,,,,,,,,,,,,,,,
10000,迷你豆,MiniBean,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,,奇怪的豆子，可以用来打开家园果实,,minibean,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,1
10001,经验值,EXP,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,,家园植物经验,,plant_experience,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,1
10002,迷你币,MiniCoin,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,,迷你世界的货币,,minicoin,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,1
10003,迷你宝盒,MiniTreasureBox,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,测试,,,,可在迷你宝库兑换奖励。,,icon10003,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10004,魔仙徽章,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,测试,,,,巴啦啦小魔仙正版授权，活动期间可在魔仙宝库兑换奖励,,icon10004,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10005,小草块,GrassBlock1,,,,,,,,,,0,,,,-1,,,,,,,,,,,,,,,,,,可以投给你喜欢的地图，为其增加方块值。（每月1号清空）,,icon10005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,亮铁块,BrightIronBlock,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,icon10006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,纯金块,PureGoldBlock,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,icon10007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,钻石块,ShinyDiamondBlock,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,icon10008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,迷你点,,,,,,,,,,,1,,,,-1,,,,,,,,,6,,,,,测试,,,,通过看广告获得，可在商城广告分区购买商品,,icon10009,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10010,筑梦暗语,,,,,,,,,,,1,,,,-1,,,,,,,,,6,,,,,测试,,,,可用于商城内开启筑梦礼盒，每个暗语可开启1次,,icon10010,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10011,果实券,,,,,,,,,,,1,,,,-1,,,,,,,,,6,,,,,测试,,,,可用于家园金果实抽奖，每张果实券可抽1次,,icon10011,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10012,活动券,,,,,,,,,,,1,,,,-1,,,,,,,,,6,,,,,测试,,,,可在坐骑抽卡机中使用，每张活动券可抽1次,,icon10012,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10013,家园币,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,测试,,,,,,icon10013,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10014,悦享心动卡,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,测试,,,,用于通行证领取白卡奖励,直接购买使用,%licon10014,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10015,悦享卡和升级加油包,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,测试,,,,用于通行证领取金卡奖励,直接购买使用,%licon10015,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10016,悦享卡升级加油包,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,测试,,,,用于通行证领取免费奖励,直接购买使用,%licon10016,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10017,迷你圣诞袜,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,测试,,,,圣诞活动期间可在迷你宝库兑换奖励,,icon10017,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10018,迷你铃铛,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,测试,,,,圣诞活动期间可在迷你宝库兑换奖励,,icon10018,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10019,迷你金蛋,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,测试,,,,可在迷你宝库兑换奖励,,icon10019,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10020,结算宝箱,,,,,,,,,,,0,,,,-1,,,,,,,,,6,,,,,测试,,,,结算领取上赛季未领取的奖励,,icon10020,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10021,迷你彩蛋,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,,,,,可在迷你宝库兑换奖励,,,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10022,迷你樱花,,,,,,,,,,,,,,,-1,,,,,,,,,6,,,,,,,,,可在迷你宝库兑换奖励,,,,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
10023,悦享经验卡,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,测试,,,,使用后可获得300点悦享卡经验,,icon10023,,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
10024,星球传送券,TransferScroll,,,,,,,,,1,2,,,,-1,,,,,,,,2,2,0,,,,测试,,,,使用：将你瞬间传送到当前星球的家的位置。(存档地图内提取使用),,icon10024,,,,,0.6,0.6,,200,64,0,5,,3,TPScroll_OnUse,,,,,,,1,,,,,,,,
10025,一叠星球传送券,APlieofTransferScrolls,,,,,,,,,1,,,,,-1,,,,,,,,,6,0,,,,测试,,,,使用：获得3张星球传送券。(存档地图内提取使用),,icon10025,,,,,,,,200,64,0,5,,7,,,,,,,,,,,,,,,,
10026,悦享积分,,,,,,,,,,,,,,,-1,,,,,,,,,0,,,,,测试,,,,可在悦享卡中兑换奖励,,icon10026,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10027,迷你大会员1天体验卡,,,,,,,,,,,7,14,,,-1,,,,,,,,,0,,,,,会员体验卡,,,,可增加迷你大会员1天使用时长,,icon10027,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10028,迷你大会员3天体验卡,,,,,,,,,,,7,14,,,-1,,,,,,,,,0,,,,,会员体验卡,,,,可增加迷你大会员3天使用时长,,icon10027,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10029,迷你大会员7天体验卡,,,,,,,,,,,7,14,,,-1,,,,,,,,,0,,,,,会员体验卡,,,,可增加迷你大会员7天使用时长,,icon10027,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10030,迷你大会员15天体验卡,,,,,,,,,,,7,14,,,-1,,,,,,,,,0,,,,,会员体验卡,,,,可增加迷你大会员15天使用时长,,icon10027,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10031,普通坐骑通用碎片,,,,,,,,,,2,1,5,,,-1,,,,,,,,,6,,,,,测试,,,,普通坐骑通用解锁碎片，可使用普通坐骑专属碎片兑换获得，在解锁坐骑时可使用。,,icon10031,,,,,,,,200,9999,0,5,,,,,,,,,,,,,,,,,,
10032,高级坐骑通用碎片,,,,,,,,,,2,1,5,,,-1,,,,,,,,,6,,,,,测试,,,,高级坐骑通用解锁碎片，可使用高级坐骑专属碎片兑换获得，在解锁坐骑时可使用。,,icon10032,,,,,,,,200,9999,0,5,,,,,,,,,,,,,,,,,,
10033,迷你大会员月卡,,,,,,,,,,,7,14,,,-1,,,,,,,,,0,,,,,会员体验卡,,,,可增加迷你大会员1个月使用时长,,icon10033,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10034,迷你大会员季卡,,,,,,,,,,,7,14,,,-1,,,,,,,,,0,,,,,会员体验卡,,,,可增加迷你大会员3个月使用时长,,icon10033,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10035,迷你大会员半年卡,,,,,,,,,,,7,14,,,-1,,,,,,,,,0,,,,,会员体验卡,,,,可增加迷你大会员半年使用时长,,icon10033,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10036,迷你大会员年卡,,,,,,,,,,,7,14,,,-1,,,,,,,,,0,,,,,会员体验卡,,,,可增加迷你大会员1年使用时长,,icon10033,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10040,星辉暗语,,,,,,,,,,,1,,,,-1,,,,,,,,,6,,,,,测试,,,,可用于商城内开启星辉礼盒，每个暗语可开启1次,,icon10040,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10041,筑梦皮肤兑换券,,,,,,,,,,,1,,,,-1,,,,,,,,,6,,,,,测试,,,,可用于在筑梦礼盒的兑换商店中兑换奖励,,icon10041,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10042,星辉皮肤兑换券,,,,,,,,,,,1,,,,-1,,,,,,,,,6,,,,,测试,,,,可用于在星辉礼盒的兑换商店中兑换奖励,,icon10042,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10043,特长碎片,Genius,,,,,,,,,1,1,,,,-1,,,,,,,,,24,0,,,,测试,,,,用于升级和激活#cfa7a0f特长#n，在#cfa7a0f个人中心-特长#n中查看。获取途径：活动获得、兑换获得,,icon10043,,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
10044,超值闪币卡,,,,,,,,,,,,,,,-1,,,,,,,,,0,,,,,超值闪币卡,,,,超值闪币卡,,minicoin,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10045,特惠迷你月卡,,,,,,,,,,,,,,,-1,,,,,,,,,0,,,,,特惠迷你月卡,,,,特惠迷你月卡,,minicoin,,,,,,,,200,1,0,5,,,,,,,,,,,,,,,,,,
10046,迷你积分,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,测试,,,,可在积分商城中兑换商品,,icon10046,,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
10047,超级星星,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,测试,,,,可在超级摩天轮活动中抽取奖励,,icon10047,,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
10048,星愿币,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,测试,,,,用于【魔法锻造台】活动，可兑换稀有活动豪礼（活动结束后本道具将失效，请及时使用）,,icon10048,,,,,,,,200,9999,0,5,,,,,,,,,,,,,,,,,,
10050,以上为付费道具预留,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,游戏版本过低,,unknown,,,,,,,,200,9999,0,5,,,,,,,,,,,,,,,,,,
10051,体力药水,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,,,,,使用可恢复1点幸运盲盒体力,,icon10051,,,,,,,,,64,0,5,,7,,,,,,,,,,,,,,,,
10052,小顽猴,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,,,,,,,icon10052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053,安吉洛斯的祝福,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,,,,,可以用来抵御下一关的小顽猴哦~,,icon10053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054,福利抽奖券,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,,,,,可用于商城福利页签内抽奖。获取途径：活动获得,,icon10054,,,,,,,,,64,0,5,,7,,,,,,,,,,,,,,,,
10057,嘟嘟啵啵的双倍祝福,,,,,,,,,,,7,,,,-1,,,,,,,,,6,,,,,,,,,获得祝福后的首次奖励道具翻倍,,icon10057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099,版本过低,,,,,,,,,,,7,,,,-1,,,,,,,,,,,,,,测试,,,,,,,2,,,,,,,200,64,0,5,,,,,,,,,,,,,,,,,,
10100,,,,,,,7,,,,,,,,,-1,,,,,,,,4,2,,,99,99,杂物模板,,,4802,,,,1,,,,0.6,0.6,,200,64,0,5,,,,,,,,,,,,,,,,,,
10101,,,,,,,10,,,,,,,,,-1,,,,,,,,2,3,,,99,99,工具模板,,,100001,,,,1,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
10102,,,,,,,8,,,,,,,,,-1,,,,,,,,2,7,,,99,99,弓模板,,,100002,,,,1,,,,0.6,0.6,,200,1,0,5,,4,,,,,,,,,,,,,,,,
10103,,,,,,,12,,,,,,,,,-1,,,,,,,,2,8,,,99,99,投掷物模板,,,100003,,,,1,,,,0.6,0.6,,200,64,0,5,,9,,,,,,,,,,350,,,,,,
10104,,,,,,,8,,,,,,,,,-1,,,,,,,,2,10,,,99,99,枪械模板,,,100004,,,,1,,,,0.6,0.6,,200,1,0,5,,8,,,,,,,,,,,,,,,,
10105,,,,,,,8,,,,,,,,,-1,,,,,,,,2,10,,,99,99,枪械模板,,,100004,,,,1,,,,0.6,0.6,,200,1,0,5,,8,,,,,,,,,,,,,,,,
10106,,,,,,,8,,,,,,,,,-1,,,,,,,,2,10,,,99,99,枪械模板,,,100004,,,,1,,,,0.6,0.6,,200,1,0,5,,8,,,,,,,,,,,,,,,,
10107,,,,,,,8,,,,,,,,,-1,,,,,,,,2,10,,,99,99,枪械模板,,,100004,,,,1,,,,0.6,0.6,,200,1,0,5,,8,,,,,,,,,,,,,,,,
10108,,,,,,,8,,,,,,,,,-1,,,,,,,,2,10,,,99,99,枪械模板,,,100004,,,,1,,,,0.6,0.6,,200,1,0,5,,8,,,,,,,,,,,,,,,,
10109,,,,,,,8,,,,,,,,,-1,,,,,,,,2,10,,,99,99,枪械模板,,,100004,,,,1,,,,0.6,0.6,,200,1,0,5,,8,,,,,,,,,,,,,,,,
10110,,,,,,,6,,,,,,,,,-1,,,,,,,,2,11,,,99,99,工具投掷物模板,,,100003,,,,1,,,,0.6,0.6,,200,64,0,5,,5,,,,,,,,,,,,,,,,
10111,,,,,,,,,,,,,,,,-1,,,,,,,,2,15,,,99,99,包裹模板,,,21754,,,,1,,,,0.6,0.6,,200,64,1,5,,3,PackItem_OnUse,,,,,,,,,,,,,,,
10112,机械胶囊,Mechanicalcapsule,,,,,,,,,,,,,,-1,,,,,,,,2,16,,,99,99,对地面使用可以将其中装载的机械放置出来。,,,100023,对地面使用可以将其中装载的机械放置出来。,,,2,,,,0.6,0.6,,200,1,1,5,,1,Vehicle_OnUse,,,,,,,,,,,,,,,
10113,畅玩通行证,PassCard,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,通行证,,,,用于解锁玩家对于地图的体验权限,,icon10113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114,装备模板,,,,,,9,,,,,,,,,-1,,,,,,,,1,9,,,99,99,装备模板,,,100006,,,,1,,,,0.6,0.6,,200,1,0,5,,0,,,,,,,,,,,,,,,,
10115,动作饼干,,,,,,,,,,,,,,,-1,,,,,,,,2,13,,,,,使用后玩家获得动作状态,,,100007,#G使用#n后在2分钟内改变角色的#G@1动作#n,,,0,,,,0.6,0.6,,500,1,1,,,,,,,,,,,,,,,,,,,
10116,区域,,43,,,,,,,,,,,,,-1,,,,,,,,,0,0,,,,,,,,点击地面放置区域对象。,,obj_10116,0,,,,0.6,0.6,,200,1,0,5,,0,,,,,,,,,,,,,,,,
10117,位置,,43,,,,,,,,,,,,,-1,,,,,,,,,0,0,,,,,,,,点击地面放置位置对象。,,obj_location,0,,,,0.6,0.6,,200,1,0,5,,0,,,,,,,,,,,,,,,,
10118,显示板,,43,,,,,,,,,,,,,-1,,,,,,,,,0,0,,,,,,,,点击地面放置显示板对象。,,obj_display,0,,,,0.6,0.6,,200,1,0,5,,0,,,,,,,,,,,,,,,,
10119,蓝图生成器,Painter,42,2,,2,10,10119,,,,,,,,-1,,,,,,,,,3,0,,,30,测试,,,100006,拿在手上拥有保存土地、房屋、建筑的能力。并且能快速建造各种建筑。,,icon10119,1,,,,0.4,0.5,,100,1,1,5,,3,UGCBluePrintTool_OnUse,,,0,4,,,,,,,,item_10119,0.2,,
10120,树木生成器,Painter,42,2,,2,10,10120,,,,,,,,-1,,,,,,,,,3,0,,,20,测试,,,100006,拿在手上拥有支配植物的能力，可快速召唤各种树木。,,icon10120,1,,,,0.7,0.6,,100,1,1,5,,3,UGCTreeItem_OnUse,,,0,4,,,,,,,,item_10120,0.6,,
10121,河流生成器,Painter,42,2,,2,10,10121,,,,,,,,-1,,,,,,,,,3,0,,,20,测试,,,100006,拿在手上拥有支配河流的能力，可快速挖掘不同宽度的河流。,,icon10121,1,,,,0.6,0.5,,100,1,1,5,,3,UGCRiverItem_OnUse,,,0,4,,,,,,,,item_10121,,,
10500,地形编辑器,TerrainEditor,42,,,2,10,10500,,,,,,,,-1,,,,,,,,2,3,2,[21],0,10,测试,,,100001,"使用后会进入#G地形编辑器界面#n
 进入后默认选择#G笔刷模式#n，可以快速对方块进行填充、替换、清除等操作；
 点击切换模式按钮可切换至#G选区模式#n,可对一定区域内的方块进行操作。
 此道具仅在编辑模式下可使用。",,icon10500,1,,,,0.9,0.6,,100,1,1,5,,3,MapEdit_OnUse,,,,,,,,,,,,,,,
10501,微缩组合装置,,42,,,2,10,10501,,,,,,,,-1,,,,,,,,2,3,2,[21],0,150,,,,100001,使用后会进入#G微缩组合模式#n。选取范围，将范围内的方块批量进行微缩，或将范围内的微缩方块进行组合。生成的微缩组合可以一次放下多个微缩方块,,icon10501,1,,,,0.7,0.4,,100,1,1,5,,3,CustomModelPackingTool_OnUse,,,,,,,,,,,,,,,
11000,空手,Empty-handed,,,,,,,,,,,,,,-1,,,,,,,,2,3,0,,,,测试,,,,,,icon11000,,,,,0.6,0.6,,200,1,0,5,,,,,,,,,,,,,,,,,,
11001,黄铜斧,BrassAxe,36,1,,2,10,11001,,,,,,,,-1,,,,,,,,2,3,2,[24],70,50,测试,,,100006,#c0aba1d近战伤害+12#n#r伐木工具，可以更快地砍伐树木。,,icon11001,1,,,,,0.6,,200,1,0,5,,,,,,,0,,,,,,,,,,,
11002,石斧,StoneAxe,36,1,1,2,10,11001,,1,,,,,,-1,,,,,,,,2,3,2,[24],70,50,测试,,,100006,#c0aba1d近战伤害+8#n#r伐木工具，可以更快地砍伐树木。,,icon11002,1,,,,,0.6,,200,1,0,5,,,,,,,2,,,,,,,,,,,
